label,text
neg,Could we clarify what was advised to your by our hotline agents Also is there a callback or a technical appointment scheduled for you tomorrow
neg, a @SingtelSupport perch Spinge Fasstttt Singtel Business in Singapore velocit prestazioni disservizi e recensioni degli utenti fing internet SingtelBusinessvia @fingapp @outagedetect
pos,Singtel suck rabak sial
neg,Waiting for @Singtel @SingtelSupport s helpreply is worse than the connection time while dialling Singtels 1688 hotlinesigh snailmailsms snailmailreply
pos,Hi Im afraid this promotion is only available for customers who are porting in their mobile lines from a different service provider Hope this clarifies
neg,Hi Able to share with us whats wrong
neg,@Singtel Is this offer valid if I move from Singtel prepaid to postpaid  cc@SingtelSupportpictwittercomKZdkIemwny
neg,Hey there Thats worrying to see  Are you also facing any connectivity issues with your Fibre Broadband service
pos,Is circlelife any good In terms of connection capabilities
neg,SingTel   4GLTE   SIM 5  Amazon
neg,Taiwan singersongwriter  producer Jonathan Lee is set to perform live at The Star Theatre coming 26 Oct Singtel Priority Sale 820 more info  @SingtelLNPresale 821  Gensale 8211 via APACTixMore info visit pictwittercom36qua1hAlV
pos,Taiwan singersongwriter  producer Jonathan Lee is set to perform live at The Star Theatre coming 26 Oct Singtel Priority Sale 820 more info  @SingtelLNPresale 821  Gensale 8211 via APACTixMore info visit @OneProductionSGpictwittercomo5pnO6YkuT
pos,haha Giga pakai starhub Gomo with Singtel and Circles with m1 in terms of value i think Gomo is worth it Im currently using Giga they can roll your data for 2 months
neg,Hi Do you also face the same mobile network issue when your SIM card was in another device At the same time do you face this mobile network issue islandwide
pos,JusticeforjobAtTCIL  poore Ded saal se dhakke kha rahe nyaya ke liye but kahi koi sunvai nahi TCIL CMD and HRD effecting  everywhere Our collegues whose have approach regularized on higher payscale on Manager level and our service terminated when raisesd our voice
neg,Hi My colleague has tried reaching out to you via mobile but was unsuccessful Is there a convenient date  time from 9am to 6pm for us to contact you again
pos,Yes i did
pos,Thing is i didnt even exceed I just accidentally turned on my data roaming for a few seconds Singtel overrode the 500 but I still had to pay 2790 
neg,You really got a tweet from Singtel in response to your tweet about it
pos,I spent 30 mins this morning trying to get a human to talk to My mum died a year ago but her landline still not terminated Lanjiao indeed I will never be a singtel customer
neg,Udah ada yg pernah beli ticketing sg pake priority singtel ga yah
pos,i just knew about singtels redeem free data with steps thing ooooh
neg,Singtel wtf
pos,@idungsehun yol yol yol ada tmnmu yg pernah beli tiket konser di sg yg pake priority singtel nggak yahhh
pos,Singtel is just dam useless
pos,Mau nanya dong kalau beli tiket konser pake priority singtel offline gitu ntar antrianny dibedain sama antrian offline umum nggak yah menunu exploration sg tp masih kurang paham bgt pen antri sendiri gityu rencananya
pos,Singtel rewards viewers who spot deliberate errors in its football promotion  via @MumbrellaAsia
neg,Nice internet broke down Typical Singtel quality LOL
neg,Update Found for Xperia XZ Premium Dual G8142  Singtel SG 472A10107 
pos,Update Found for Xperia XZ1 Dual G8342  Singtel SG 472A10107 
neg,i swear the bulk of Singtels revenue are boomers who dont know that theres more than 1 telco lol
neg,Lanjiao lah Keep your 1GB Your telco refused to waive the roaming charges incurred while I was in Malaysia even though i switched on roaming by accident for literally 2 seconds Fucking Maxis charged me 500 And then Singtel doesnt want to waive the 2790 charge pictwittercom1bPAQNXisj
pos,If 12month Singtel SIM Only gives you 20GB for 20 go for it It comes with Singtel WiFi and other frills which can be useful Otherwise GOMO works too just that it is quite bare bones at this point
pos,Ive given you a follow you should be able to drop us a DM now Do share your full name account number and contact number 
neg,For some reason I cant DM singtel accounts  Why dont you DM me and Ill reply
neg,As a SingTel user I am thinking of their SIM only plans now Getting cold feet
neg,NetworkasaServiceNaaSQLCSingtelStarhubM1AxisIndosatTelkomselTriQLC
pos,Omg u live so far I have extra friend using singtel so she can get a promo code do u still need 
neg,Thats how much they charge Ridiculous I know Easier if I didnt have a family
pos,S80month Why is that so
pos,Cant believe that after paying 80 a month for football on TV Im relying on Facebook Live to watch the Club World Cup Sort it out @Singtel
neg,good christmas commercial @Singtel  simple yet effective to make me book a ride home
pos,I will eat you singtel Even with all your riches your wifi just gets worse every year
neg,anjir ini ngeliat iklannya singtel jadi sedi
neg,Goood this singtel ads is so  pictwittercomPh38fbRILU
pos,yo fuck the wifi i will beat your ass singtel
pos,Iklan christmas singtelalaaaa senduuuu la mcm niii
pos,gue barusan nonton vlognya arif muhammad kan iklan tuh dari singtelcomSUMPAH NANGIS ANJIR about apa ya christmas eve gitu deh sumpah asli nangis
pos,O M F G rachel on singtels ads 
pos,Iklan singtel sedih guys 
pos,omg can someone help with singtel  THEDREAMSHOWINSG
pos,Thanks for the reply
pos,I see that fans from overseas are open ticketing slots for dream con is sg some is even willing to buy sg singtel card please dont take too much order I BEG U
neg,Singtel News Release 29 Nov 2019 
neg,Singaporean czennie can you please help me for the Singtel presale Im from Italy and Im planning to come in Singapore for the Dream show during the holiday But dont have any promo codes THEDREAMSHOWINSG nctdreaminsg NCTDREAM
neg,not the early singtel de 
pos,Hi Get up to 5 Cashback when you make your 1sttransaction viaSingtelDash Sign up with this link now  443mgmDASHQ57QPappserverdashcomsgmgmDASHQ57QP TCs apply
pos,Oh nnooooo @Singtel Mio isnt showing the FIFA club world cup matches 
pos,No club world cup live on singtel Im pissed
pos,@SingtelSupport hi singtel the wifi at home is pretty crazy sometimes working and sometimes not please advise Weve tried troubleshooting but to no avail
pos,@Singtel will you guys be broadcasting the world club cup tonight
pos,iklan youtubenya singtel bagus ngets
pos,Iklan singtel nii bikin  
pos,Yall if you should not skip 5minute Christmas ad of SingTel if you come across it on YouTube
pos,nctea yukk yg mau aku bantu utk PreSale Singtelnya masih ada slot yaa
pos,ini sih yg the best bgt thanks @Singtel
pos,KALIAN PERNAH NONTONIN IKLAN SINGTEL GAK SIIIIIHHH Bagus gitu gua nangis nontonnya dulu yg imlek trs ini yg natal juga nangis lg nontonnya ya emang gua cengeng sih tapi BAGUS BENERAN AYO NONTON
pos,Hi that is to differentiate the subscription on Singtel TV or via CAST app Hope this clarifies
neg,HELP BOOKINGNCT DREAM TOUR THE DREAM SHOW  in SINGAPORE Date  15022020 SAT Venue  The Star Theatre PRESALE  SINGTEL PRIORITY Queue offline reservation Plz DM if you interested NCTDREAM THEDREAMSHOWinSG THEDREAMSHOW 
neg, @Singtel pictwittercomU7slxqUS8C
pos,@Singtel guys are you airing the FIFA World Club Cup Semi Final tonite If yes good if no Why not
pos,Sangat butuh provider singtel
pos,@Singtels Si Cheng Choon Vice President of Technology Strategy  Transformation discusses how network transformation equals business transformation Read the interview  TMFDigital 5G IoT Telcos
pos,2 mins after take away mcd singtel had the audacity to msg me that I could get free apple pie with every purchase tskkkk
pos,Temen gue butuh singtel @suhjyani pinjemin dong
pos,21 buat singtel user22 buat umum
pos,Research Associate Nanyang Technological University  Singapore  Singtel Cognitive and Artificial Intelligence Lab for Enterprises @ NTU invites applications for the position of Research Associate Key   For More Jobs  Please Go2 Our Page
neg,yoo singtel stop playin with the wifi
pos,Hi you can purchase a Roaming Data Pump if you want to use data overseas Check the link shared by my colleague as well as the FAQ on that page for more details Cheers
pos,nh ngi bn sing v t7 bn n u tin cho bn dng sim singtel
pos,Looking for Singtel codeif you wanna sell pls DM me TheDreamshowinSG
pos,And while were at this ytd was my bill renewal and I alrdy used 13 GB I can only assume that its because of your WiFi or rather lack of it thats causing my phone to reconnect to the internet via data Is there anyone I can talk to make this right @Singtel
neg,thanks how about data will that work
pos,Normally there will always have no issues If there are reds or unconnected or whatever Id know how to contact for a troubleshoot Issue is we are always told that its perfect And thats my frustration things arent workingpictwittercomJfQW597Cf1
neg,hmmcan try to do a Connectivity Test via My Singtel app Select your Fibre Broadband service first then the test is under Help tab Update us here of the outcome
neg,Iklan singtel yang Christmas bagus
pos,@airtelindia @AirtelPresence this is what happens when you try reaching to raise appeal but no one registers the service requests @DoTIndia @rsprasad @TRAI @SecretaryDoT @PMOIndia @Singtel @VodafoneUK @reliancejio IndianTelecom operators 
pos,You can DM us with your full name and mobile number so we can help temporarily suspend the line The nearest Singtel Shop are in Tampines Mall and Parkway Parade You can refer to this  
neg,I want to suspend the line now please Which Singtel is near Paya Lebar Quarter please
neg,Singtel app is something not really helping in communicate to direct person Unable to solve the issue and not responding well based on call back appointments make around 11 am  3 pm Never call me  Now waiting for call again between 4 to 5 pm again
pos,Singtel News Release 02 Dec 2019 
pos,Itu kalo mau sama temen gue USD 220 beli pake singtel priority
pos,HELP RTNCT DREAM TOUR THE DREAM SHOW IN SINGAPORE TICKETING SERVICE30SGD   Limited slotExperienced and trustedDM if interested priority singtelNCTDREAM NCTDREAMinSG TheDreamShow JISUNG JAEMIN JENO HAECHAN CHENLE RENJUN DREAMIESpictwittercommh0QhwVL9L
pos,@Singtel hi guys Im in the uk and my phone was stolen How can I get a SIM card  Can my husband who is still in singapore pick one up My mobile is 9155 2621 Help
pos,This is the only time you would be happy about singtel 
pos,oh im singtel so if anyone wants the promo code for the presale 
neg,gago kaiyak yung ad ng singtel ah
neg,Singtel Po heheheehFRANKIANA ForPANDORA 
pos,Blue Ant Entertainment Set to Launch on Singtel TV  TVASIA @BlueAntMedia @Singtel pictwittercomNjFtFqRX2M
pos,singtel christmas ad is so  cb daughter lol
pos,Singtels ads
pos,HELP BOOKINGGOT7 KEEP SPINNING 2020 WORLD TOUR  in SINGAPORE Date  22022020 SAT Venue  SINGAPORE INDOOR STADIUM PRESALE  SINGTEL PRIORITYPlz DM if you interested GOT7 KEEPSPINNINGinSG GOT7KEEPSPINNINGinSG GOT7inSG pictwittercom9lDMVPcicn
neg,HELP BOOKINGNCT DREAM TOUR THE DREAM SHOW  in SINGAPORE Date  15022020 SAT Venue  The Star Theatre The Star Performing Arts Centre PRESALE  SINGTEL PRIORITYPlz DM if you interested NCTDREAM THEDREAMSHOWinSG THEDREAMSHOW 
pos,Gila Iklan natal singtel di youtube keren abis Nanggis 
neg,this is why singtel is the best 
neg,Open Jastip NCT DREAM TOUR THE DREAM SHOW in Singapore SINGTEL PRIORITY DP 50 Cicilan H7 Diusahakan dapet section yang diinginkan Fee 150k  Dijamin Trusted Dm for testiDM for the detail NCTDREAM NCTDREAMINSG THEDREAMSHOWINSG
neg,Ncen mantaph teman2ku ini Gw ngerant di TL Ditumbasno singtel langsung  pictwittercomV0YztfaepU
neg,Hmm nak cari singtel users dah satu hal shd I go to sg or nahhh 
pos,HELP RTNCT DREAM TOUR THE DREAM SHOW IN SINGAPORE TICKETING SERVICE30SGD   Limited slotExperienced and trustedDM if interested priority singtelNCTDREAM NCTDREAMinSG TheDreamShow JISUNG JAEMIN JENO HAECHAN CHENLE RENJUN DREAMIESpictwittercom6DlEAMzmmu
