,text,target,target_new
9949,Why tf do I keep having no signal SSRSLY SINGTEL,-0.9,0
9950,Since last yearSingtel staff have been repeatedly calling me despite me informing them that my dad is no longer using this numberIve given them my dads new number but they still keep on calling me ,-0.8,0
9951,You can now choose to activate Singtel ReadyRoam with AIA Vitality Weekly Challenge reward AIASG AIAVitalitySG HealthierLongerBetterLives singtel pzlsg,0.7,1
9952,Today for singtel priority only,-0.2,0
9953,i dont use singtel so im getting them tmrw,-0.2,0
9954,This is for singtel users ,0,1
9955,hi i have 2 x singtel priority codes if any nctzens want to use them just dm  NEOCITYINSG,-0.2,0
9956,katanya yg buat presale singtel hari ini sih iya sya tp tadi ada yg blg kalo tiket buat presale itu dilimit gt,0.2,1
9957,while watching yt just rmb today is the singtel presale of nct 127 concert tix ok bye,-0.5,0
9958,Hi Will you all consider extending the extended stage to the left and right,0.5,1
9959,@OneProductionSG hello if any section in neo city tour singapore have been sold out in singtel priority ticketing will it be available for general sale or not,-0.6,0
9960,Omg I just saw this tweet You try my code I got my tickets alr I got extra pen C if you want My Singtel code is NCTM5QR,0.2,1
9961,PLS RT i have 2 singtel promo codes if anyone wants NEOCITYINSG,-0.1,0
9962,I need singtel code ,0.2,1
9963,anyone need a singtel code NEOCITYINSG,0.2,1
9964,I need singtel code pls  NEOCITYINSG,0.3,1
9965,Hello the SMS was sent in error The free 500MB data was credited wrongly and as such we need to correct the error We apologise for any inconvenience caused You can share your details with us via DM and one of our colleagues will reach out to you on our next working day,-0.4,0
9966,UHHH I JUST GOT IN THE QUEUE LINE I DIDNT EVEN PUT MY SINGTEL CODE  NEOCITYINSG,-0.5,0
9967,Well done @Singtel pictwittercomp4IoJ84kC9,0.3,1
9968,Yo does the singtel code even work  neocityinsg,0.3,1
9969,Wkwkwkwk hari ini ticekting nct yang singtel astaga,0.3,1
9970,Good morning Oh dear may I ask to clarify if data roaming was enabled via both the device settings and in the My Singtel App,0.7,1
9971,asdfghjkl im stressed for singtel priority nct127 ticketing later on15mins time,0.4,1
9972,todays the presale for neocityinsg riPPPPPP IM NOT SINGTEL USER AND im OVERSEA ,0,1
9973,Ive given you a follow you can DM us now ,0,1
9974,noo I dont have singtel priority  omg lynn you want to give me a code is it alright Im still confused maybe Pen B bcos last night looks like taeyong went to Pen B more,-0.5,0
9975,Singtel ku Cuman ada sinyal  ,-0.1,0
9976,is there anyone whos using Singtel here i need some help ,0.5,1
9977,should i try singtel presale im afraid not getting the ticket on general sale since im not lucky person jsjskhs,-0.8,0
9978,NCTzen Gotten your promo code from Singtel to grab your  to catch NCT127inSG Singtel Priority Sales for NEOCITYINSG commence 10am sharp across all Sports Hub Tix ticketing channels Good luckpictwittercomu8FH9Ukyc1,0.8,1
9979,Anyone who lives in Singapore willing to help me to buy a ticket by singtel pre sale ,0.4,1
9980,ask somebody you know who has singtel,0,1
9981,gosh i wna go singpost but guess who isnt a singtel user,0,1
9982,Do you have Singtel priority Cause Im actually using Singtel telco You want the code Im going for Pen A have you decided on which,0,1
9983,Hai Kak Ardie Ketika Kakak berada di Singapura Kakak bisa menggunakan jaringan roaming partner Telkomsel berikut ya1 Thuraya Telecommunications Company2 Mobileone Ltd3 Singapore Telecom DCS 18004 Starhub5 Singtel GSM 900 Semoga 12,-0.8,0
9984,Sir Airtels parent company is Singtel Group of Singapore who has tie up with HuwaieSunil bharti k bas ka nahi rokna,-0.2,0
9985,Football fans furious after Singtel streaming app goes down during EPL broadcast NEWPAPER24 ,-0.7,0
9986,Football fans furious after Singtel streaming app goes down during EPL broadcast pictwittercom0SQtXBKRNg,-0.7,0
9987,Football fans furious after Singtel streaming app goes down during EPL season opener  via @ChannelNewsAsia,-0.3,0
9988,Cheers,0.2,1
9989,aha  singtel get yo head in the game ,0.1,1
9990,Football fans furious after Singtel streaming app goes down during EPL season opener pictwittercomEsTdoHTSrr,-0.3,0
9991,Singtel sux,-0.7,0
9992, there is simply no excuse for the CONTINUING way you treat your paying customers I WANT AN EXPLANATION about lack of service not just what went wrong and I bet these guys and many others do too @metweetsta@kaaaasyfil@corbanous@notoriousafc@gameboys89,-0.9,0
9993, and it feels like you guys hide from your customers as there is NO WAY to find out whats going on until I finally thought of twitter Do you not understand WE DONT KNOW what is going on when were staring at your app or web page wondering if its our connection 4,-0.6,0
9994, then I was told by Chat to email gcastinfo@singtelcom which I did and my email BOUNCED The response from the remote server was550 510 Address rejected  I dont like being ripped off 50 but I care a lot more about having my entire evening ruined 3,-0.8,0
9995, after an infuriating and wasted 15 mins of absurd automated responses and my requests to speak to a human I was offed to speak someone if I clicked Customer Support within the Chat app NOTHING HAPPENED 2,-0.9,0
9996,Too late we subscribe to watch Football No point paying for access during the week Unsubscribing now,-0.9,0
9997,why singtel playin me like that  until when do i need to pay for shit i didnt even know i was subscribed to or not even using,-0.9,0
9998,This is totally unacceptable Ok your service failed again but thats not nearly the worst of it  Your support is worse than nonexistent its totally misleading There is no support number to call so I tried online chat 1,-0.9,0
9999,How long will it take you to sort this out We pay a lot of money to watch football in SG Youre anyway charging a bomb Sort this out,-0.5,0
10000,@SingtelSupport @Singtel is fibre at punggol down,-0.1,0
10001,We are aware that some customers may be experiencing difficulties accessing the CAST app Please bear with us as we work on resolving the issue Thank you for your patience,0.2,1
10002,This is not the 1st time and this is not acceptable Our patience is not free either,-0.9,0
10003,Wah cb singtel cast unresponsive for 45 mins alr how I watch my football,-0.9,0
10004,Eh @Singtel I give up You win Ive had enough with your stupid app,-0.5,0
10005,Time for ST Telemedia Singtel to inject their data centres into Reits pictwittercomJiNL8FWyjE,0.1,1
10006,Please Singtel  dont cut my line ,-0.1,0
10007,@Singtel @SingtelSupport Yo Whats the deal Are you fixing this or not Do you even know your platform is down @IMDAsg,-0.8,0
10008,Urgh singtel cast app totally sucks The app lags very unresponsive and keeps asking for login over and over again Even free videos is not going to induce me to use it again,-0.9,0
10009,@SingtelSupport @singtel Cast isnt working Not great for the many football supporters who pay a lot for the privilege to watch it via the app,-0.8,0
10010,@Singtel @SingtelSupport we want some answers now Fix your shit,-0.8,0
10011,@singtel please wake the f up Paying premium for EPL and your Cast app is totally shit I want my money back douchebags,-0.9,0
10012,Whats wrong @Singtel @SingtelSupport  Is your CAST system down Many people including myself are complaining about this lapse of service that you are providing to us all,0,1
10013,@SingtelSupport @Singtel Cast app is down cant stream anything on both the app or the website please do something about quickly a lot of us subscribe just to watch football during the weekend,-0.8,0
10014,Any reason as to why my cast app isnt working @SingtelSupport @Singtel,-0.7,0
10015,im about to punch my singtel router it keeps disconnecting every 10 seconds,-0.9,0
10016,Why is CAST not working,-0.5,0
10017,@SingtelSupport hi is the singtel cast down now I am unable to watch any of the sports package channels,-0.7,0
10018,@Singtel Can you guys get your fucking shit together I made good money to watch EPL on your Cast platform so fucking deliver,-0.7,0
10019,You choose this time for do your mother fucking maintenance Im fucking done with you @Singtel fuck off,-0.8,0
10020,FUCK OFF @Singtel @SingtelSupport,-0.7,0
10021,@SingtelSupport I cannot stream anything from my singtel cast app Both laptop and mobile app not working,-0.9,0
10022,Hey fuck you @Singtel you money grabbing piece of shit I fucking paid for EPL and I cant access it to watch LFC right now Fuck youuuuuuuuuu,-0.9,0
10023,iPhoneXauSIMsingtel iPhone7docomo iPhone6sauSIMiPadProSIMSIM,0,1
10024,Hi Is this issue persisting across all content within Singtel Cast,-0.8,0
10025,Singtel the only Singapore firm among worlds 100 most inclusive companies DI Index ,0.4,1
10026,Singtel pictwittercomVmu79pt3DZ,0,1
10027,Hi Could we clarify if youre unable to connect andor detect your Fibre Broadband service when searching for a hotspot near you Does the issue still persist when youre near to the modem too Are there also any red LED lights showing up on your ONTmodem,-0.7,0
10028,Singtel ah I use combo12 every year entitled 500 voucher,0.2,1
10029,i think so  everyone in the house cant get access to the internet,-0.5,0
10030,if singtel was a person istg hes dead,0,1
10031,NANAY KO HINDI MAKA GET OVER SA SG HAHAHAHAHAHA NAKASAKSAK PARIN SINGTEL NIYA SA PHONE NIYA HAHAHAHAHAHAHAHAHAHA,0,1
10032,Felt super productive while in the cab today Managed to pay bills order personalised gifts  send compliment feedback to singtel,0.9,1
10033,Singtel Senior Administrative Assistant Singapore S00 Singapore ,0,1
10034,Singtel Associate Engineer Planning ,0.1,1
10035,Singtel Sales Support Executive 6mth AC  eShop Sup ,0.5,1
10036,Hi there are you still facing this issue at the moment,-0.2,0
10037,Not on Singtels fox bruhh Hahaha,0,1
10038,Switched to GOMO I have never had 20GB data on my sim ever And the most I ever utilized was 8 GB even with a lot of tethering 20 for 200 min free incoming and caller ID 20GB under Singtel seems like an ,0.3,1
10039,Network is singtel ,0,1
10040,cyberfraud  cybercriminals  S15m lost to scammers impersonating Singtel staff and police using tech supportploy ,-0.6,0
10041,singtels wifi is rlly fking shit,-0.9,0
10042,What the hell is happening @Singtel Just cut off my internet like that hmm,-0.8,0
10043,what a rich singaporean  if you want to know how i know it is because he use singtel which is a singaporean internet company Anyway can you give me some money to whale to ,0.6,1
10044,my phone only auto connects to Singtel WiFi but sometimes prompts me to login with a username and password,-0.1,0
10045,Hmm there is 2 hotspot connections which is Singtel WiFi and SingTel Wifi Able to share if you are facing this issue when connected to Singtel WiFi,0.1,1
10046,You may visit any of our Singtel Shops located at Comcentre Tampines Mall Causeway Point Jurong Point for the termination Do bring along the Settop Box Power Adapter and Remote Control as well Hope this helps,0.8,1
10047,how can i know if its the correct settings,0,1
10048,cyberfraud  cybercriminals  Slow internet Singaporeans cheated of S15 million by scammers pretending to be from Singtel BusinessInsider pictwittercomVMdD5euBlD,-0.8,0
10049,Hi there may I clarify if your Singtel TV is still in contract,0,1
10050,cyberfraud  cybercriminals  Slow internet Singaporeans cheated of S15 million by scammers pretending to be from Singtel BusinessInsider pictwittercomqRJ7Wq6NiG,-0.8,0
10051,My Singtel Apk Mod 770 androidDownload ,0.4,1
10052,Sorry to hear that  Do perform a connectivity test via the My Singtel App with the following steps Select your Fibre service  Under Help select Connectivity Test  Click Yes Start TestLet us know of the results,-0.5,0
10053,Hi there my apologies if I did not fully understand your inquiries Do share with us more in details,0.3,1
10054,Airtel Technicians struggling with mobile connectivity in my house is a sight to behold  an experience we undergo on a daily basis @airtelindia @AirtelPresence poornetwork telco CustomerExperience singtel,0,1
10055,@Singtel @SingtelSupport  very bad plan and customer call explaination to charge for nowork but reloc fail,-0.8,0
10056,Hahahaha One with circles life The other is with Singtel,0.7,1
10057,Singtel aint loyal to us,-0.5,0
10058,I will Soon But my mom is all but weve been loyal customers of Singtel since many years ago ,0.3,1
